crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
12019,BMES-5994,Research and Thesis,R,,1 TO 19,9999,ML Madigan,(ARR),----- (ARR) -----,TBA,00X,
12020,BMES-5994,Research and Thesis,R,,1 TO 19,9999,CJ Collins,(ARR),----- (ARR) -----,TBA,00X,
12021,BMES-5994,Research and Thesis,R,,1 TO 19,9999,ZR Doerzaph,(ARR),----- (ARR) -----,TBA,00X,
12022,BMES-5994,Research and Thesis,R,,1 TO 19,9999,JM Munson,(ARR),----- (ARR) -----,TBA,00X,
12023,BMES-5994,Research and Thesis,R,,1 TO 19,9999,MA Perez,(ARR),----- (ARR) -----,TBA,00X,
12024,BMES-5994,Research and Thesis,R,,1 TO 19,9999,C Lu,(ARR),----- (ARR) -----,TBA,00X,
12025,BMES-5994,Research and Thesis,R,,1 TO 19,9999,P VandeVord,(ARR),----- (ARR) -----,TBA,00X,
12026,BMES-5994,Research and Thesis,R,,1 TO 19,9999,B Behkam,(ARR),----- (ARR) -----,TBA,00X,
12027,BMES-5994,Research and Thesis,R,,1 TO 19,9999,S Rowson,(ARR),----- (ARR) -----,TBA,00X,
12028,BMES-5994,Research and Thesis,R,,1 TO 19,9999,P Rajagopalan,(ARR),----- (ARR) -----,TBA,00X,
12029,BMES-5994,Research and Thesis,R,,1 TO 19,9999,A Nain,(ARR),----- (ARR) -----,TBA,00X,
12030,BMES-5994,Research and Thesis,R,,1 TO 19,9999,N Gurari,(ARR),----- (ARR) -----,TBA,00X,
12031,BMES-6064,Clinical Rotation,B,Face-to-Face Instruction,2,20,FS Gayzik,(ARR),----- (ARR) -----,TBA,00X,
20822,BMES-6174,Advanced Human Modeling,L,,3,25,FS Gayzik,M W,2:30PM,3:45PM,TORG 1000,14M
12033,BMES-6534,Medical Health Physics,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,20,J Ververs,T R,2:00PM,3:15PM,ONLINE,14T
12035,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,MA Perez,(ARR),----- (ARR) -----,TBA,00X,
12036,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,AR Kemper,(ARR),----- (ARR) -----,TBA,00X,
12037,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,S Poelzing,(ARR),----- (ARR) -----,TBA,00X,
12038,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,T Rikakis,(ARR),----- (ARR) -----,TBA,00X,
12039,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,ZR Doerzaph,(ARR),----- (ARR) -----,TBA,00X,
12040,BMES-7994,Research and Dissertation,R,,1 TO 19,9998,JM Munson,(ARR),----- (ARR) -----,TBA,00X,
12041,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,P Rajagopalan,(ARR),----- (ARR) -----,TBA,00X,
12042,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,JC Chappell,(ARR),----- (ARR) -----,TBA,00X,
12043,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,R De Vita,(ARR),----- (ARR) -----,TBA,00X,
12044,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,C Lu,(ARR),----- (ARR) -----,TBA,00X,
12045,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,AR Whittington,(ARR),----- (ARR) -----,TBA,00X,
12046,BMES-7994,Research and Dissertation,R,,1 TO 19,99,LE Riexinger,(ARR),----- (ARR) -----,TBA,00X,
12047,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,WN Hardy,(ARR),----- (ARR) -----,TBA,00X,
12048,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,R Gourdie,(ARR),----- (ARR) -----,TBA,00X,
12049,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,P VandeVord,(ARR),----- (ARR) -----,TBA,00X,
12050,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,J Socha,(ARR),----- (ARR) -----,TBA,00X,
12051,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,VM Wang,(ARR),----- (ARR) -----,TBA,00X,
12052,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,ML Madigan,(ARR),----- (ARR) -----,TBA,00X,
12053,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,LM Roberts,(ARR),----- (ARR) -----,TBA,00X,
12054,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,CD Untaroiu,(ARR),----- (ARR) -----,TBA,00X,
12055,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,CJ Collins,(ARR),----- (ARR) -----,TBA,00X,
12056,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,A Untaroiu,(ARR),----- (ARR) -----,TBA,00X,
12057,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,MA Nussbaum,(ARR),----- (ARR) -----,TBA,00X,
12058,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,A Morozov,(ARR),----- (ARR) -----,TBA,00X,
12059,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,MA Stremler,(ARR),----- (ARR) -----,TBA,00X,
12060,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,SM Duma,(ARR),----- (ARR) -----,TBA,00X,
12061,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,TE Long,(ARR),----- (ARR) -----,TBA,00X,
12062,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,B Behkam,(ARR),----- (ARR) -----,TBA,00X,
12063,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,A Nain,(ARR),----- (ARR) -----,TBA,00X,
12064,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,AS Goldstein,(ARR),----- (ARR) -----,TBA,00X,
12065,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,JL Robertson,(ARR),----- (ARR) -----,TBA,00X,
12066,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,YW Lee,(ARR),----- (ARR) -----,TBA,00X,
12067,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,AE Staples,(ARR),----- (ARR) -----,TBA,00X,
12068,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,PR Montague,(ARR),----- (ARR) -----,TBA,00X,
12069,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,E Vlaisavljevich,(ARR),----- (ARR) -----,TBA,00X,
12070,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,S Rowson,(ARR),----- (ARR) -----,TBA,00X,
12071,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,SM LaConte,(ARR),----- (ARR) -----,TBA,00X,
12072,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,A Korneva,(ARR),----- (ARR) -----,TBA,00X,
12073,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,M Van Dyke,(ARR),----- (ARR) -----,TBA,00X,
12074,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,RM Queen,(ARR),----- (ARR) -----,TBA,00X,
12075,BMES-7994,Research and Dissertation,R,,1 TO 19,9999,S Vijayan,(ARR),----- (ARR) -----,TBA,00X,
12076,BMSP-2136,Human Anatomy and Physiology,L,Face-to-Face Instruction,3,450,TL Gillian,T R,2:00PM,3:15PM,SQUIR COLNL,14T
12077,BMSP-2146,Human Anatomy & Physiology Lab,B,Hybrid (F2F & Online Instruc.),1,54,TL Gillian,M,5:30PM,7:20PM,TORG 1010,00X
12078,BMSP-2146,Human Anatomy & Physiology Lab,B,Face-to-Face Instruction,1,54,N Boerth,W,5:30PM,7:20PM,VM 2 100,00X
12079,BMSP-2146,Human Anatomy & Physiology Lab,B,Face-to-Face Instruction,1,54,N Boerth,W,7:40PM,9:30PM,VM 2 100,00X
12080,BMSP-2146,Human Anatomy & Physiology Lab,B,Hybrid (F2F & Online Instruc.),1,54,TL Gillian,M,7:30PM,9:20PM,TORG 1010,00X
12081,BMSP-4974,Independent Study,I,,1 TO 19,0,TL Gillian,T R,12:30PM,1:45PM,TBA,00X
12082,BMSP-4994,Undergraduate Research,R,,1 TO 19,0,SA Swanger,(ARR),----- (ARR) -----,TBA,00X,
12083,BMVS-2994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12084,BMVS-2994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12085,BMVS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12086,BMVS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12087,BMVS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12088,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,JD Weger,(ARR),----- (ARR) -----,TBA,00X,
12089,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,L Yuan,(ARR),----- (ARR) -----,TBA,00X,
12090,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,R Gaji,(ARR),----- (ARR) -----,TBA,00X,
12091,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,ES Gloag,(ARR),----- (ARR) -----,TBA,00X,
12092,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12093,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12094,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12095,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12096,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12097,BMVS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12098,BMVS-5014,Animal Pathology Residency,B,,1 TO 5,5,KL Zimmerman,(ARR),----- (ARR) -----,TBA,00X,
12099,BMVS-5174,Responsible Research Conduct,ONLINE COURSE - VL,Online with Synchronous Mtgs.,1,40,DM Moore,W,4:00PM,5:00PM,ONLINE,00X
12100,BMVS-5194,Clinical Micropathology,L,Face-to-Face Instruction,1,10,F Carvallo,F,9:00AM,10:00AM,VMIA 220,00X
12101,BMVS-5224,Biomed Eng Human Disease,L,Face-to-Face Instruction,3,28,YW Lee,T R,11:00AM,12:15PM,TORG 1000,11T
12103,BMVS-5244,Veterinary Pharmacology,L,,1 TO 5,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12104,BMVS-5274,Systems Pathology,L,,3,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12105,BMVS-5284,Cellular Pathology,L,Face-to-Face Instruction,3,0,Staff,T R,10:00AM,11:50AM,TBA,10T
12106,BMVS-5324,General Neurochemistry,L,Face-to-Face Instruction,3,0,Staff,T,10:00AM,12:30PM,VM 2 3,10T
12107,BMVS-5624,Molecular Virology,L,Face-to-Face Instruction,2,20,N Duggal,M W,3:00PM,4:00PM,ILSB 1040,15M
12108,BMVS-5764,Aq Medicine & Fish Health,L,,2,105,SA Smith,(ARR),----- (ARR) -----,TBA,00X,
12109,BMVS-5794,Clinical  Neuropathology,L,,1,8,TE Cecere,(ARR),----- (ARR) -----,TBA,00X,
12110,BMVS-5944,BMVS Seminar,L,Face-to-Face Instruction,1,45,SA Ahmed,W,12:30PM,1:30PM,TBA,00X
12111,BMVS-5944,BMVS Seminar,L,Face-to-Face Instruction,1,35,WR Huckle,T,4:00PM,4:50PM,VMIA 220,00X
12112,BMVS-5974,Independent Study,I,,1 TO 19,0,R Gaji,(ARR),----- (ARR) -----,TBA,00X,
12113,BMVS-5974,Independent Study,I,,1 TO 19,0,KL Zimmerman,(ARR),----- (ARR) -----,TBA,00X,
12114,BMVS-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12115,BMVS-5974,Independent Study,I,,1 TO 19,4,Staff,(ARR),----- (ARR) -----,TBA,00X,
12116,BMVS-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12117,BMVS-5994,Research and Thesis,R,,1 TO 19,9999,MD Lee,(ARR),----- (ARR) -----,TBA,00X,
12118,BMVS-6014,Vet Clin Sci Resid,L,,0,30,MD Lee,(ARR),----- (ARR) -----,TBA,00X,
12119,BMVS-6064,Adv Topics in Vet Med,L,,1 TO 6,40,AE Keebaugh,(ARR),----- (ARR) -----,TBA,00X,
12120,BMVS-6074,Clinical Topic Rounds,L,,1 TO 6,40,AE Keebaugh,(ARR),----- (ARR) -----,TBA,00X,
12121,BMVS-6084,Veterinary Speciality Clinics,L,,3,40,AE Keebaugh,(ARR),----- (ARR) -----,TBA,00X,
12122,BMVS-6094,Board Certification Topics,L,,1,40,AE Keebaugh,(ARR),----- (ARR) -----,TBA,00X,
12123,BMVS-6534,Mech Dis Vet Med,L,Face-to-Face Instruction,3,12,SH Bogers,M W,8:00AM,9:30AM,TBA,08M
12124,BMVS-6724,Mol Mech of Path Bacteria,L,Face-to-Face Instruction,3,0,Staff,T R,9:00AM,10:15AM,CMMID 220,09T
12125,BMVS-7994,Research and Dissertation,R,,1 TO 19,9999,MD Lee,(ARR),----- (ARR) -----,TBA,00X,
12126,BSE-2304,Landscape Meas & Modeling,L,Face-to-Face Instruction,3,28,DL Yoder,T,12:30PM,2:20PM,SEITZ 108,12T
,,,,* Additional Times *,R,12:30PM,3:20PM,SEITZ 108,,,,
12127,BSE-2994,Undergraduate Research,R,,1 TO 19,0,DT Scott,(ARR),----- (ARR) -----,TBA,00X,
12128,BSE-3144,Engr Analysis for Biol Systems,L,Face-to-Face Instruction,2,60,RC Wright,M W,11:15AM,12:05PM,DER 1014,11M
12129,BSE-3334,NPS Assessment & Control,L,Face-to-Face Instruction,3,25,LA Krometis,M W,1:25PM,2:15PM,SEITZ 105,13M
,,,,* Additional Times *,M,2:30PM,5:15PM,SEITZ 105,,,,
12130,BSE-3504,Trans Proc Biol Syst,L,Face-to-Face Instruction,3,45,JR Barone,M W F,10:10AM,11:00AM,NCB 250,10M
12131,BSE-3524,Unit Operations in BSE,L,Face-to-Face Instruction,3,40,C Zhang,M W F,12:20PM,1:10PM,SMYTH 232,12M
12132,BSE-3534,Bioprocess Engineering,L,Face-to-Face Instruction,3,40,W Sun,M W F,8:00AM,8:50AM,FST 27,08M
12133,BSE-4126,Comprehensive Design Project,L,Face-to-Face Instruction,3,42,WC Hession,T,3:30PM,6:15PM,SEITZ 108,15T
,,,,* Additional Times *,(ARR),----- (ARR) -----,TBA,,,,,
12136,BSE-4344,GIS for Engineers,L,Face-to-Face Instruction,3,30,JA Czuba,T R,9:30AM,11:45AM,SEITZ 105,09T
12137,BSE-4394,Water & Sanitation,L,Face-to-Face Instruction,3,26,RK G.C.,T R,11:00AM,12:15PM,SEITZ 108,11T
12138,BSE-4554,Creating the Ecological City,L,Face-to-Face Instruction,3,30,Staff,M W,5:30PM,6:45PM,JCH 317BC,17M
12139,BSE-4564,Metabolic Engineering,L,Face-to-Face Instruction,3,38,RS Senger,M W F,9:05AM,9:55AM,SEITZ 108,09M
12140,BSE-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
21757,BSE-4984,SS: Protein Engineering,L,Face-to-Face Instruction,3,40,A Duraj-Thatte,M W F,9:05AM,9:55AM,HUTCH 209,09M
12141,BSE-4994,Undergraduate Research,R,,1 TO 19,0,A Duraj-Thatte,(ARR),----- (ARR) -----,TBA,00X,
12142,BSE-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
12143,BSE-4994,Undergraduate Research,R,,1 TO 19,0,LA Krometis,(ARR),----- (ARR) -----,TBA,00X,
12144,BSE-4994,Undergraduate Research,R,,1 TO 19,0,RC Wright,(ARR),----- (ARR) -----,TBA,00X,
12145,BSE-4994,Undergraduate Research,R,,1 TO 19,0,JE Shortridge,(ARR),----- (ARR) -----,TBA,00X,
12146,BSE-4994,Undergraduate Research,R,,1 TO 19,0,TM Thompson,(ARR),----- (ARR) -----,TBA,00X,
12147,BSE-4994,Undergraduate Research,R,,1 TO 19,0,DT Scott,(ARR),----- (ARR) -----,TBA,00X,
12148,BSE-4994,Undergraduate Research,R,,1 TO 19,0,WC Hession,(ARR),----- (ARR) -----,TBA,00X,
12149,BSE-4994,Undergraduate Research,R,,1 TO 19,0,JR Barone,(ARR),----- (ARR) -----,TBA,00X,
12150,BSE-4994,Undergraduate Research,R,,1 TO 19,0,BL Benham,(ARR),----- (ARR) -----,TBA,00X,
12151,BSE-4994,Undergraduate Research,R,,1 TO 19,0,Z Easton,(ARR),----- (ARR) -----,TBA,00X,
12152,BSE-4994,Undergraduate Research,R,,1 TO 19,0,JA Ogejo,(ARR),----- (ARR) -----,TBA,00X,
12153,BSE-4994,Undergraduate Research,R,,1 TO 19,0,W Sun,(ARR),----- (ARR) -----,TBA,00X,
12154,BSE-4994,Undergraduate Research,R,,1 TO 19,0,DJ Sample,(ARR),----- (ARR) -----,TBA,00X,
12155,BSE-4994,Undergraduate Research,R,,1 TO 19,0,VR Sridhar,(ARR),----- (ARR) -----,TBA,00X,
12156,BSE-4994,Undergraduate Research,R,,1 TO 19,0,AK Chandel,(ARR),----- (ARR) -----,TBA,00X,
12157,BSE-4994,Undergraduate Research,R,,1 TO 19,0,Z Wang,(ARR),----- (ARR) -----,TBA,00X,
12158,BSE-4994,Undergraduate Research,R,,1 TO 19,0,FA Batarseh,(ARR),----- (ARR) -----,TBA,00X,
12159,BSE-4994,Undergraduate Research,R,,1 TO 19,0,JA Czuba,(ARR),----- (ARR) -----,TBA,00X,
12160,BSE-4994,Undergraduate Research,R,,1 TO 19,0,RS Senger,(ARR),----- (ARR) -----,TBA,00X,
12161,BSE-4994,Undergraduate Research,R,,1 TO 19,0,C Zhang,(ARR),----- (ARR) -----,TBA,00X,
21730,BSE-5214,Advanced Topics in BSE,L,Face-to-Face Instruction,3,25,VR Sridhar,T R,8:00AM,9:15AM,SEITZ 108,08T
21755,BSE-5214,Advanced Topics in BSE,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,25,VR Sridhar,T R,8:00AM,9:15AM,ONLINE,08T
20636,BSE-5244,Adv GIS in Hydrologic Analysis,L,Face-to-Face Instruction,3,20,S Saksena,T R,2:00PM,3:15PM,SMYTH 232,14T
12163,BSE-5344G,Applied GIS,L,Face-to-Face Instruction,3,10,JA Czuba,T R,9:30AM,11:45AM,SEITZ 105,09T
12164,BSE-5344G,Applied GIS,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,5,JA Czuba,T R,9:30AM,11:45AM,ONLINE,09T
20947,BSE-5364,Stream Restoration,L,,3,20,TM Thompson,M F,1:25PM,2:15PM,SEITZ 108,13M
,,,,* Additional Times *,W,1:25PM,4:25PM,SEITZ 108,,,,
12165,BSE-5564G,Advanced Metabolic Engineering,L,Face-to-Face Instruction,3,8,RS Senger,M W F,9:05AM,9:55AM,SEITZ 108,09M
12166,BSE-5894,Final Examination,L,,3,0,DR Edwards,(ARR),----- (ARR) -----,TBA,00X,
12167,BSE-5904,Project and Report,R,,1 TO 19,0,WC Hession,(ARR),----- (ARR) -----,TBA,00X,
12168,BSE-5904,Project and Report,R,,1 TO 19,0,TM Thompson,(ARR),----- (ARR) -----,TBA,00X,
12169,BSE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,DR Edwards,(ARR),----- (ARR) -----,ONLINE,00X,
12171,BSE-5974,Independent Study,I,,1 TO 19,1,Staff,(ARR),----- (ARR) -----,TBA,00X,
21902,BSE-5984,SS: Protein Engineering,L,Face-to-Face Instruction,3,40,A Duraj-Thatte,M W F,9:05AM,9:50AM,TBA,09M
12172,BSE-5994,Research and Thesis,R,,1 TO 19,9999,Z Easton,(ARR),----- (ARR) -----,TBA,00X,
12173,BSE-5994,Research and Thesis,R,,1 TO 19,9999,DT Scott,(ARR),----- (ARR) -----,TBA,00X,
12174,BSE-5994,Research and Thesis,R,,1 TO 19,9999,VR Sridhar,(ARR),----- (ARR) -----,TBA,00X,
12175,BSE-5994,Research and Thesis,R,,1 TO 19,9999,JE Shortridge,(ARR),----- (ARR) -----,TBA,00X,
12176,BSE-5994,Research and Thesis,R,,1 TO 19,9999,LA Krometis,(ARR),----- (ARR) -----,TBA,00X,
12177,BSE-5994,Research and Thesis,R,,1 TO 19,9999,RC Wright,(ARR),----- (ARR) -----,TBA,00X,
12178,BSE-5994,Research and Thesis,R,,1 TO 19,9999,C Zhang,(ARR),----- (ARR) -----,TBA,00X,
12179,BSE-5994,Research and Thesis,R,,1 TO 19,9999,JA Czuba,(ARR),----- (ARR) -----,TBA,00X,
12180,BSE-5994,Research and Thesis,R,,1 TO 19,9999,R Ovissipour,(ARR),----- (ARR) -----,TBA,00X,
12181,BSE-5994,Research and Thesis,R,,1 TO 19,9999,BL Benham,(ARR),----- (ARR) -----,TBA,00X,
12182,BSE-5994,Research and Thesis,R,,1 TO 19,9999,JA Ogejo,(ARR),----- (ARR) -----,TBA,00X,
12183,BSE-5994,Research and Thesis,R,,1 TO 19,9999,RS Senger,(ARR),----- (ARR) -----,TBA,00X,
12184,BSE-5994,Research and Thesis,R,,1 TO 19,9999,DJ Sample,(ARR),----- (ARR) -----,TBA,00X,
12185,BSE-5994,Research and Thesis,R,,1 TO 19,9999,JR Barone,(ARR),----- (ARR) -----,TBA,00X,
12186,BSE-5994,Research and Thesis,R,,1 TO 19,9999,W Sun,(ARR),----- (ARR) -----,TBA,00X,
12187,BSE-5994,Research and Thesis,R,,1 TO 19,9999,A Duraj-Thatte,(ARR),----- (ARR) -----,TBA,00X,
12188,BSE-5994,Research and Thesis,R,,1 TO 19,9999,TM Thompson,(ARR),----- (ARR) -----,TBA,00X,
12189,BSE-5994,Research and Thesis,R,,1 TO 19,9999,WC Hession,(ARR),----- (ARR) -----,TBA,00X,
12190,BSE-5994,Research and Thesis,R,,1 TO 19,9999,FA Batarseh,(ARR),----- (ARR) -----,TBA,00X,
12191,BSE-5994,Research and Thesis,R,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
12192,BSE-5994,Research and Thesis,R,,1 TO 19,9999,AK Chandel,(ARR),----- (ARR) -----,TBA,00X,
12193,BSE-5994,Research and Thesis,R,,1 TO 19,9999,Z Wang,(ARR),----- (ARR) -----,TBA,00X,
12195,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,Z Easton,(ARR),----- (ARR) -----,TBA,00X,
12196,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
12197,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,VR Sridhar,(ARR),----- (ARR) -----,TBA,00X,
12198,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,LA Krometis,(ARR),----- (ARR) -----,TBA,00X,
12199,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,JA Ogejo,(ARR),----- (ARR) -----,TBA,00X,
12200,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,DJ Sample,(ARR),----- (ARR) -----,TBA,00X,
12201,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,RS Senger,(ARR),----- (ARR) -----,TBA,00X,
12202,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,WC Hession,(ARR),----- (ARR) -----,TBA,00X,
12203,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,RC Wright,(ARR),----- (ARR) -----,TBA,00X,
12204,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,DT Scott,(ARR),----- (ARR) -----,TBA,00X,
12205,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,BL Benham,(ARR),----- (ARR) -----,TBA,00X,
12206,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,Staff,(ARR),----- (ARR) -----,TBA,00X,
12207,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,JE Shortridge,(ARR),----- (ARR) -----,TBA,00X,
12208,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,JR Barone,(ARR),----- (ARR) -----,TBA,00X,
12209,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,W Sun,(ARR),----- (ARR) -----,TBA,00X,
12210,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,A Duraj-Thatte,(ARR),----- (ARR) -----,TBA,00X,
12211,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,JA Czuba,(ARR),----- (ARR) -----,TBA,00X,
12212,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,C Zhang,(ARR),----- (ARR) -----,TBA,00X,
12213,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,TM Thompson,(ARR),----- (ARR) -----,TBA,00X,
12214,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,FA Batarseh,(ARR),----- (ARR) -----,TBA,00X,
12215,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,AK Chandel,(ARR),----- (ARR) -----,TBA,00X,
12216,BSE-7994,Research and Dissertation,R,,1 TO 19,9999,Z Wang,(ARR),----- (ARR) -----,TBA,00X,
21759,BUS-1984,SS: DEIB Around the World,L,Face-to-Face Instruction,1,20,JB Hall,W,9:05AM,9:55AM,PAM 3010,00X
21758,BUS-2984,SS: Impact Data Analytics 2,L,Face-to-Face Instruction,1,48,MM Seref,W,4:00PM,5:00PM,DER 1076,00X
20916,CEE-2804,Introduction to CEE,L,Hybrid (F2F & Online Instruc.),3,40,BJ Katz,T R,3:30PM,4:45PM,PAT 316,15T
12218,CEE-2814,CEE Measurements,L,Face-to-Face Instruction,4,40,HT Casey,M W F,11:15AM,12:05PM,WHIT 300,11M
,,,,* Additional Times *,F,2:30PM,5:15PM,PAT 316,,,,
12219,CEE-2814,CEE Measurements,L,Face-to-Face Instruction,4,40,HT Casey,M W F,11:15AM,12:05PM,WHIT 300,11M
,,,,* Additional Times *,M,2:30PM,5:15PM,PAT 215,,,,
12220,CEE-2814,CEE Measurements,L,Face-to-Face Instruction,4,40,HT Casey,M W F,11:15AM,12:05PM,WHIT 300,11M
,,,,* Additional Times *,T,2:00PM,4:45PM,PAT 215,,,,
12221,CEE-2814,CEE Measurements,L,Face-to-Face Instruction,4,40,HT Casey,M W F,11:15AM,12:05PM,WHIT 300,11M
,,,,* Additional Times *,W,8:00AM,10:45AM,PAT 316,,,,
12222,CEE-2814,CEE Measurements,L,Face-to-Face Instruction,4,40,HT Casey,M W F,11:15AM,12:05PM,WHIT 300,11M
,,,,* Additional Times *,R,2:00PM,4:45PM,PAT 215,,,,
12223,CEE-2834,CE Drawings & Virtual Modeling,L,Face-to-Face Instruction,3,100,KD Young,T R,9:30AM,10:45AM,NCB 320,09T
12224,CEE-2974,Independent Study,I,,1 TO 19,0,KD Young,(ARR),----- (ARR) -----,TBA,00X,
12225,CEE-2994,Undergraduate Research,R,,1 TO 19,0,KP Heaslip,(ARR),----- (ARR) -----,TBA,00X,
12226,CEE-2994,Undergraduate Research,R,,1 TO 19,0,M Shakiba,(ARR),----- (ARR) -----,TBA,00X,
12227,CEE-3014,Construction Management,L,Face-to-Face Instruction,3,72,M Biscotte,M W,2:30PM,3:45PM,WLH 320,14M
12228,CEE-3014,Construction Management,L,Face-to-Face Instruction,3,72,MJ Garvin,T R,11:00AM,12:15PM,WLH 320,11T
12229,CEE-3104,Intro Environ Engr,L,Face-to-Face Instruction,3,65,J Liao,T R,2:00PM,3:15PM,DER 3081,14T
12230,CEE-3104,Intro Environ Engr,L,Face-to-Face Instruction,3,65,TO Odimayomi,M W F,10:10AM,11:00AM,DDS 170,10M
20576,CEE-3104,Intro Environ Engr,L,Face-to-Face Instruction,3,40,FA Mazzola,M W F,1:25PM,2:15PM,PAT 316,13M
